replicates,gene,Fold_change,mutants
1st,rpoA,0.978516432676011,2743_WT_T0
1st,rpoA,1.035905124023520,2743_WT_T0
1st,rpoA,0.986532327617672,2743_WT_T0
1st,dprA,0.962213801250553,2743_WT_T0
1st,dprA,1.029183399165990,2743_WT_T0
1st,dprA,1.009796644714780,2743_WT_T0
1st,rpoA,0.951060148255557,2743_WT_20
1st,rpoA,0.992039917330092,2743_WT_20
1st,rpoA,1.059897863686920,2743_WT_20
1st,dprA,1.957677219302630,2743_WT_20
1st,dprA,1.955282019186470,2743_WT_20
1st,dprA,2.140058935679140,2743_WT_20
1st,rpoA,1.053434011798310,2743_WT_20_CSP
1st,rpoA,1.044704620511210,2743_WT_20_CSP
1st,rpoA,0.908651663183096,2743_WT_20_CSP
1st,dprA,5.744732375948980,2743_WT_20_CSP
1st,dprA,5.960761598139860,2743_WT_20_CSP
1st,dprA,5.739775008926520,2743_WT_20_CSP
1st,rpoA,0.883162726494331,2743_WT_60
1st,rpoA,1.022539086104100,2743_WT_60
1st,rpoA,1.107335825274320,2743_WT_60
1st,dprA,1.245292329424550,2743_WT_60
1st,dprA,1.313386447283000,2743_WT_60
1st,dprA,1.217666159717470,2743_WT_60
1st,rpoA,0.945935130446721,2743_WT_60_CSP
1st,rpoA,1.012983026503370,2743_WT_60_CSP
1st,rpoA,1.043605782618450,2743_WT_60_CSP
1st,dprA,5.366071478111430,2743_WT_60_CSP
1st,dprA,5.192703405547300,2743_WT_60_CSP
1st,dprA,5.108431804050340,2743_WT_60_CSP
1st,rpoA,1.331456992652720,2743_WT_120
1st,rpoA,0.952371231970183,2743_WT_120
1st,rpoA,0.788615739207333,2743_WT_120
1st,dprA,1.398236349492500,2743_WT_120
1st,dprA,1.649938338842390,2743_WT_120
1st,dprA,2.185813048695050,2743_WT_120
1st,rpoA,0.971401365555154,2743_WT_120_CSP
1st,rpoA,1.017482113434540,2743_WT_120_CSP
1st,rpoA,1.011753014302940,2743_WT_120_CSP
1st,dprA,6.636343861620700,2743_WT_120_CSP
1st,dprA,5.451853617241270,2743_WT_120_CSP
1st,dprA,6.483828845307920,2743_WT_120_CSP
2nd,rpoA,0.950900475511370,2743_WT_T0
2nd,rpoA,1.015490499571570,2743_WT_T0
2nd,rpoA,1.035595653646250,2743_WT_T0
2nd,dprA,3.966271487392260,2743_WT_T0
2nd,dprA,4.037643584508310,2743_WT_T0
2nd,dprA,3.905397402052180,2743_WT_T0
2nd,rpoA,0.956966683448556,2743_WT_20
2nd,rpoA,1.060572085395170,2743_WT_20
2nd,rpoA,0.985286234971743,2743_WT_20
2nd,dprA,6.522207826993990,2743_WT_20
2nd,dprA,7.983844733096250,2743_WT_20
2nd,dprA,9.294782636377270,2743_WT_20
2nd,rpoA,0.960806597505564,2743_WT_20_CSP
2nd,rpoA,1.012537158456570,2743_WT_20_CSP
2nd,rpoA,1.027905177019540,2743_WT_20_CSP
2nd,dprA,12.634661511859600,2743_WT_20_CSP
2nd,dprA,12.106449633361900,2743_WT_20_CSP
2nd,dprA,10.021864029041200,2743_WT_20_CSP
2nd,rpoA,0.955485040516520,2743_WT_60
2nd,rpoA,1.030832473243030,2743_WT_60
2nd,rpoA,1.015286452033130,2743_WT_60
2nd,dprA,3.157554760655230,2743_WT_60
2nd,dprA,3.194023626939700,2743_WT_60
2nd,dprA,3.647951150336080,2743_WT_60
2nd,rpoA,1.037681572602670,2743_WT_60_CSP
2nd,rpoA,1.020595592096660,2743_WT_60_CSP
2nd,rpoA,0.944240841961944,2743_WT_60_CSP
2nd,dprA,11.652304568912600,2743_WT_60_CSP
2nd,dprA,11.981360255257600,2743_WT_60_CSP
2nd,dprA,10.833772234292400,2743_WT_60_CSP
2nd,rpoA,0.995204476797447,2743_WT_120
2nd,rpoA,1.047130014470710,2743_WT_120
2nd,rpoA,0.959589193175477,2743_WT_120
2nd,dprA,2.539464636157350,2743_WT_120
2nd,dprA,2.532514360582770,2743_WT_120
2nd,dprA,2.769767175380560,2743_WT_120
2nd,rpoA,0.975686101899195,2743_WT_120_CSP
2nd,rpoA,0.974268211726097,2743_WT_120_CSP
2nd,rpoA,1.051986581413780,2743_WT_120_CSP
2nd,dprA,11.096732814291300,2743_WT_120_CSP
2nd,dprA,11.126922082881300,2743_WT_120_CSP
2nd,dprA,11.789815389836500,2743_WT_120_CSP
3rd,rpoA,1.015390932738850,2743_WT_T0
3rd,rpoA,0.965980048116856,2743_WT_T0
3rd,rpoA,1.019524584570630,2743_WT_T0
3rd,dprA,9.337593309361040,2743_WT_T0
3rd,dprA,10.085662307338800,2743_WT_T0
3rd,dprA,7.957098712465530,2743_WT_T0
3rd,rpoA,0.933292843981862,2743_WT_20
3rd,rpoA,0.965593156235573,2743_WT_20
3rd,rpoA,1.109655477059160,2743_WT_20
3rd,dprA,12.907822800869400,2743_WT_20
3rd,dprA,14.059025903357000,2743_WT_20
3rd,dprA,13.544127372447100,2743_WT_20
3rd,rpoA,0.928673725804114,2743_WT_20_CSP
3rd,rpoA,1.004661840915990,2743_WT_20_CSP
3rd,rpoA,1.071803453512850,2743_WT_20_CSP
3rd,dprA,33.135379373681200,2743_WT_20_CSP
3rd,dprA,33.436159896783700,2743_WT_20_CSP
3rd,dprA,33.690104918668800,2743_WT_20_CSP
3rd,rpoA,0.983648708974570,2743_WT_60
3rd,rpoA,0.975132689920219,2743_WT_60
3rd,rpoA,1.042549246861400,2743_WT_60
3rd,dprA,2.647310439430460,2743_WT_60
3rd,dprA,2.868946139082910,2743_WT_60
3rd,dprA,2.659929699940280,2743_WT_60
3rd,rpoA,0.981007030765890,2743_WT_60_CSP
3rd,rpoA,0.989767997397985,2743_WT_60_CSP
3rd,rpoA,1.029897681525260,2743_WT_60_CSP
3rd,dprA,8.188815211424410,2743_WT_60_CSP
3rd,dprA,8.807138465990470,2743_WT_60_CSP
3rd,dprA,8.210279196421230,2743_WT_60_CSP
3rd,rpoA,1.000002756939170,2743_WT_120
3rd,rpoA,1.007321989036520,2743_WT_120
3rd,rpoA,0.992728831810951,2743_WT_120
3rd,dprA,3.466821595422610,2743_WT_120
3rd,dprA,3.347234613695440,2743_WT_120
3rd,dprA,2.949301818524130,2743_WT_120
3rd,rpoA,1.008383309853890,2743_WT_120_CSP
3rd,rpoA,0.995385539009503,2743_WT_120_CSP
3rd,rpoA,0.996280802791232,2743_WT_120_CSP
3rd,dprA,6.527155767695940,2743_WT_120_CSP
3rd,dprA,6.225058800426180,2743_WT_120_CSP
3rd,dprA,5.931506897648080,2743_WT_120_CSP
