mutants,ADbyAB
2743_zncat_recA_T0,0.065156348
2743_zncat_recA_T0,0.069810328
2743_zncat_recA_T0,0.067721563
2743_zncat_recA_T20,0.059555843
2743_zncat_recA_T20,0.050727629
2743_zncat_recA_T20,0.057164565
2743_zncat_recA_T20_CSP,0.086262967
2743_zncat_recA_T20_CSP,0.082736885
2743_zncat_recA_T20_CSP,0.085241487
2743_zncat_recA_T60_CSP,0.070229255
2743_zncat_recA_T60_CSP,0.072485791
2743_zncat_recA_T60_CSP,0.081305029
2743_zncat_recA_T20_MMC,0.083083338
2743_zncat_recA_T20_MMC,0.083841008
2743_zncat_recA_T20_MMC,0.087959249
2743_zncat_recA_T60,0.083920281
2743_zncat_recA_T60,0.076463857
2743_zncat_recA_T60,0.075140406
2743_zncat_recA_T60_MMC,0.322606373
2743_zncat_recA_T60_MMC,0.326561784
2743_zncat_recA_T60_MMC,0.340945453
2743_zncat_recA_T120,0.066221459
2743_zncat_recA_T120,0.073815716
2743_zncat_recA_T120,0.052112428
2743_zncat_recA_T120_CSP,0.061738473
2743_zncat_recA_T120_CSP,0.047703682
2743_zncat_recA_T120_CSP,0.06831578
2743_zncat_recA_T120_MMC,0.421588178
2743_zncat_recA_T120_MMC,0.504115133
2743_zncat_recA_T120_MMC,0.500018429
2743_zncat_recA_T0,0.142883709
2743_zncat_recA_T0,0.128194168
2743_zncat_recA_T0,0.124497438
2743_zncat_recA_T20,0.094256958
2743_zncat_recA_T20,0.083104343
2743_zncat_recA_T20,0.081242287
2743_zncat_recA_T20_CSP,0.090635727
2743_zncat_recA_T20_CSP,0.097480717
2743_zncat_recA_T20_CSP,0.093243077
2743_zncat_recA_T60_CSP,0.110232466
2743_zncat_recA_T60_CSP,0.097430315
2743_zncat_recA_T60_CSP,0.107264592
2743_zncat_recA_T20_MMC,0.098391054
2743_zncat_recA_T20_MMC,0.1012402
2743_zncat_recA_T20_MMC,0.094760618
2743_zncat_recA_T60,0.085411812
2743_zncat_recA_T60,0.090228114
2743_zncat_recA_T60,0.087476818
2743_zncat_recA_T60_MMC,0.343265024
2743_zncat_recA_T60_MMC,0.341088464
2743_zncat_recA_T60_MMC,0.357204106
2743_zncat_recA_T120,0.060378973
2743_zncat_recA_T120,0.075509658
2743_zncat_recA_T120,0.07333929
2743_zncat_recA_T120_CSP,0.072897353
2743_zncat_recA_T120_CSP,0.076124362
2743_zncat_recA_T120_CSP,0.070772593
2743_zncat_recA_T120_MMC,0.537228684
2743_zncat_recA_T120_MMC,0.583084266
2743_zncat_recA_T120_MMC,0.548045625
