mutants,ADbyAB
RMV4_dprA_T0,0.003171882
RMV4_dprA_T0,0.003440206
RMV4_dprA_T0,0.003263165
RMV4_dprA_T20,0.002868702
RMV4_dprA_T20,0.002899886
RMV4_dprA_T20,0.002747623
RMV4_dprA_T20_CSP,0.003668117
RMV4_dprA_T20_CSP,0.003088253
RMV4_dprA_T20_CSP,0.003513999
RMV4_dprA_T20_MMC,0.002577882
RMV4_dprA_T20_MMC,0.002354223
RMV4_dprA_T20_MMC,0.002056897
RMV4_dprA_T60,0.004497106
RMV4_dprA_T60,0.004146218
RMV4_dprA_T60,0.004414356
RMV4_dprA_T60_CSP,0.00398367
RMV4_dprA_T60_CSP,0.005342416
RMV4_dprA_T60_CSP,0.003721965
RMV4_dprA_T60_MMC,0.006908557
RMV4_dprA_T60_MMC,0.007249647
RMV4_dprA_T60_MMC,0.007254398
RMV4_dprA_T120,0.011456773
RMV4_dprA_T120,0.011728702
RMV4_dprA_T120,0.011570373
RMV4_dprA_T120_CSP,0.015898754
RMV4_dprA_T120_CSP,0.015091297
RMV4_dprA_T120_CSP,0.015765578
RMV4_dprA_T120_MMC,0.084325663
RMV4_dprA_T120_MMC,0.093667956
RMV4_dprA_T120_MMC,0.08845114
RMV4_dprA_T0,0.002947455
RMV4_dprA_T0,0.00295001
RMV4_dprA_T0,0.002690812
RMV4_dprA_T20,0.002712847
RMV4_dprA_T20,0.002765598
RMV4_dprA_T20,0.002292906
RMV4_dprA_T20_CSP,0.00343728
RMV4_dprA_T20_CSP,0.003428308
RMV4_dprA_T20_CSP,0.003394879
RMV4_dprA_T20_MMC,0.003400164
RMV4_dprA_T20_MMC,0.002976776
RMV4_dprA_T20_MMC,0.003129225
RMV4_dprA_T60,0.00505625
RMV4_dprA_T60,0.005370891
RMV4_dprA_T60,0.005382171
RMV4_dprA_T60_CSP,0.005912529
RMV4_dprA_T60_CSP,0.006118923
RMV4_dprA_T60_CSP,0.005970687
RMV4_dprA_T60_MMC,0.011609574
RMV4_dprA_T60_MMC,0.011660324
RMV4_dprA_T60_MMC,0.011657864
RMV4_dprA_T120,0.021340366
RMV4_dprA_T120,0.020200551
RMV4_dprA_T120,0.018781978
RMV4_dprA_T120_CSP,0.02494591
RMV4_dprA_T120_CSP,0.020944358
RMV4_dprA_T120_CSP,0.021128775
RMV4_dprA_T120_MMC,0.092662753
RMV4_dprA_T120_MMC,0.095276902
RMV4_dprA_T120_MMC,0.085696623
