mutants,ADbyAB
2743_zncat_T0_dprA,0.009333872
2743_zncat_T0_dprA,0.009875985
2743_zncat_T0_dprA,0.010904721
2743_zncat_T20_dprA,0.009730218
2743_zncat_T20_dprA,0.008797577
2743_zncat_T20_dprA,0.008379899
2743_zncat_T20_dprA_CSP,0.008579397
2743_zncat_T20_dprA_CSP,0.009244004
2743_zncat_T20_dprA_CSP,0.008925815
2743_zncat_T20_dprA_MMC,0.00892322
2743_zncat_T20_dprA_MMC,0.008212137
2743_zncat_T20_dprA_MMC,0.007579478
2743_zncat_T60_dprA,0.013058584
2743_zncat_T60_dprA,0.012942248
2743_zncat_T60_dprA,0.013100354
2743_zncat_T60_dprA_CSP,0.009763562
2743_zncat_T60_dprA_CSP,0.009563888
2743_zncat_T60_dprA_CSP,0.009558545
2743_zncat_T60_dprA_MMC,0.026791289
2743_zncat_T60_dprA_MMC,0.028084259
2743_zncat_T60_dprA_MMC,0.028161534
2743_zncat_T120_dprA,0.0180073
2743_zncat_T120_dprA,0.018054552
2743_zncat_T120_dprA,0.017704391
2743_zncat_T120_dprA_CSP,0.01460808
2743_zncat_T120_dprA_CSP,0.01475481
2743_zncat_T120_dprA_CSP,0.014770285
2743_zncat_T120_dprA_MMC,0.112716048
2743_zncat_T120_dprA_MMC,0.123194339
2743_zncat_T120_dprA_MMC,0.117668377
2743_zncat_T0_dprA,0.00775594
2743_zncat_T0_dprA,0.008282864
2743_zncat_T0_dprA,0.008626226
2743_zncat_T20_dprA,0.007066686
2743_zncat_T20_dprA,0.006035515
2743_zncat_T20_dprA,0.005943302
2743_zncat_T20_dprA_CSP,0.006919199
2743_zncat_T20_dprA_CSP,0.006638968
2743_zncat_T20_dprA_CSP,0.007016297
2743_zncat_T20_dprA_MMC,0.005386349
2743_zncat_T20_dprA_MMC,0.005382126
2743_zncat_T20_dprA_MMC,0.005154022
2743_zncat_T60_dprA,0.00837633
2743_zncat_T60_dprA,0.00845014
2743_zncat_T60_dprA,0.008554162
2743_zncat_T60_dprA_CSP,0.006295069
2743_zncat_T60_dprA_CSP,0.006398577
2743_zncat_T60_dprA_CSP,0.00625361
2743_zncat_T60_dprA_MMC,0.007859156
2743_zncat_T60_dprA_MMC,0.007165972
2743_zncat_T60_dprA_MMC,0.00786295
2743_zncat_T120_dprA,0.017976959
2743_zncat_T120_dprA,0.01894925
2743_zncat_T120_dprA,0.017394578
2743_zncat_T120_dprA_CSP,0.010617094
2743_zncat_T120_dprA_CSP,0.01089073
2743_zncat_T120_dprA_CSP,0.009676545
2743_zncat_T120_dprA_MMC,0.020600658
2743_zncat_T120_dprA_MMC,0.021263591
2743_zncat_T120_dprA_MMC,0.020133644
2743_zncat_T0_dprA,0.009075737
2743_zncat_T0_dprA,0.009297252
2743_zncat_T0_dprA,0.008758834
