mutants,ADbyAB
2743_immAcat,0.000227202
2743_immAcat,0.000277294
2743_immAcat,0.000128759
2743_immAcat,0.000142783
2743_immAcat,0.000135399
2743_immAcat_recA,0.000220715
2743_immAcat_recA,0.000218722
2743_immAcat_recA,0.000219095
2743_immAcat_recA,0.000171649
2743_immAcat_recA,0.000168387
2743_immAcat_recA,0.000173859
RMV4_recA,7.45742E-05
RMV4_recA,6.94006E-05
RMV4_recA,6.16492E-05
RMV4_recA,0.000157932
RMV4_recA,0.000153161
RMV4_recA,0.00015401
RMV4_WT,0.012855745
RMV4_WT,0.01179034
RMV4_WT,0.011924824
2743_WT,0.002038282
2743_WT,0.002223374
2743_WT,0.002361055
2743_intcat,9.09396E-05
2743_intcat,9.01508E-05
2743_intcat,9.80755E-05
2743_repcat,0.001617209
2743_repcat,0.001586208
2743_repcat,0.001479111
2743_immAcat,0.001403924
2743_immAcat,0.001369046
2743_immAcat,0.001534269
RMV4_SpaL_1,0.001464402
RMV4_SpaL_1,0.001699397
RMV4_SpaL_1,0.001866429
