mutants,ratio
RMV4_T60,0.116917288
RMV4_T60,0.113065964
RMV4_T60,0.111638849
RMV4_T60_CSP,0.068661173
RMV4_T60_CSP,0.06820824
RMV4_T60_CSP,0.069571587
RMV4_T60_MMC,0.102040082
RMV4_T60_MMC,0.095640737
RMV4_T60_MMC,0.098285456
RMV4_T120,0.224711063
RMV4_T120,0.233485802
RMV4_T120,0.230877206
RMV4_T120_CSP,0.115723917
RMV4_T120_CSP,0.156144394
RMV4_T120_CSP,0.176663239
RMV4_T120_MMC,0.20747938
RMV4_T120_MMC,0.184476353
RMV4_T120_MMC,0.241354131
2743_T60,2.927228557
2743_T60,3.150351941
2743_T60,3.141560207
2743_T60_CSP,2.808235622
2743_T60_CSP,2.885480849
2743_T60_CSP,2.731844565
2743_T60_MMC,3.014368641
2743_T60_MMC,2.904559569
2743_T60_MMC,2.456735508
2743_T120,2.855669115
2743_T120,2.524015533
2743_T120,2.878394983
2743_T120_CSP,2.440798827
2743_T120_CSP,2.464831057
2743_T120_CSP,2.49447722
2743_T120_MMC,5.883599378
2743_T120_MMC,5.876882761
2743_T120_MMC,6.400337435
2743_T0,4.536388705
2743_T0,4.643835328
2743_T0,4.439450099
2743_T20,3.269939777
2743_T20,4.302440414
2743_T20,3.883113237
2743_T60,2.712070209
2743_T60,4.25238047
2743_T60,4.031028715
2743_T120,3.494852029
2743_T120,4.015290704
2743_T120,3.796087702
2743_T20_CSP,3.930392804
2743_T20_CSP,4.817119583
2743_T20_CSP,4.846885494
2743_T60_CSP,3.65612069
2743_T60_CSP,4.117562914
2743_T60_CSP,2.694217972
2743_T120_CSP,3.323841156
2743_T120_CSP,2.792418709
2743_T120_CSP,3.605183332
2743_T20_MMC,4.018069563
2743_T20_MMC,4.71972673
2743_T20_MMC,4.515005716
2743_T60_MMC,4.383040746
2743_T60_MMC,3.707661974
2743_T60_MMC,3.871666419
2743_T120_MMC,8.329580666
2743_T120_MMC,8.982455222
2743_T120_MMC,9.85043164
RMV4_T0,0.093861401
RMV4_T0,0.099044503
RMV4_T0,0.106314424
RMV4_T20,0.136308768
RMV4_T20,0.146883564
RMV4_T20,0.134311584
RMV4_T60,0.24638124
RMV4_T60,0.24328595
RMV4_T60,0.202319566
RMV4_T120,0.341633331
RMV4_T120,0.333999521
RMV4_T120,0.34778374
RMV4_T20_CSP,0.143459048
RMV4_T20_CSP,0.132572022
RMV4_T20_CSP,0.141915454
RMV4_T60_CSP,0.098350147
RMV4_T60_CSP,0.105847425
RMV4_T60_CSP,0.102438603
RMV4_T120_CSP,0.233482523
RMV4_T120_CSP,0.193263533
RMV4_T120_CSP,0.228832519
RMV4_T20_MMC,0.163717347
RMV4_T20_MMC,0.159266234
RMV4_T20_MMC,0.145292421
RMV4_T60_MMC,0.281507453
RMV4_T60_MMC,0.257157012
RMV4_T60_MMC,0.27073758
RMV4_T120_MMC,0.391028234
RMV4_T120_MMC,0.417873995
RMV4_T120_MMC,0.40260595
2743_T0,2.956855843
2743_T0,2.912339065
2743_T0,3.013763072
2743_T20,2.428349928
2743_T20,2.630729913
2743_T20,2.421990984
2743_T60,2.960567719
2743_T60,3.017223861
2743_T60,3.317648497
2743_T120,2.914624498
2743_T120,2.387135081
2743_T120,2.430889941
2743_T20_CSP,2.312042461
2743_T20_CSP,2.01695778
2743_T20_CSP,2.436563961
2743_T60_CSP,2.233331085
2743_T60_CSP,2.853926307
2743_T60_CSP,3.301956146
2743_T120_CSP,2.821321321
2743_T120_CSP,2.925882005
2743_T120_CSP,2.981111834
2743_T20_MMC,3.121186174
2743_T20_MMC,3.348217798
2743_T20_MMC,3.188399211
2743_T60_MMC,2.388219657
2743_T60_MMC,2.255776335
2743_T60_MMC,1.77504702
2743_T120_MMC,3.613932201
2743_T120_MMC,4.211554782
2743_T120_MMC,3.178895248
RMV4_T0,0.087928507
RMV4_T0,0.077345858
RMV4_T0,0.087693708
RMV4_T20,0.105049364
RMV4_T20,0.123238545
RMV4_T20,0.086866276
RMV4_T60,0.316572651
RMV4_T60,0.314022995
RMV4_T60,0.341905759
RMV4_T120,1.17251043
RMV4_T120,1.23539673
RMV4_T120,1.15710989
RMV4_T20_CSP,0.118809959
RMV4_T20_CSP,0.108587496
RMV4_T20_CSP,0.104952764
RMV4_T60_CSP,0.157133646
RMV4_T60_CSP,0.155044549
RMV4_T60_CSP,0.131129556
RMV4_T120_CSP,0.727014176
RMV4_T120_CSP,0.898837836
RMV4_T120_CSP,0.893170001
RMV4_T20_MMC,0.124894104
RMV4_T20_MMC,0.135607887
RMV4_T20_MMC,0.11407666
RMV4_T60_MMC,0.334392673
RMV4_T60_MMC,0.342691556
RMV4_T60_MMC,0.349180066
RMV4_T120_MMC,1.911288719
RMV4_T120_MMC,1.570252423
RMV4_T120_MMC,1.867566206
2743_T0,5.951521797
2743_T0,6.011165933
2743_T0,5.776182164
2743_T20,5.605577882
2743_T20,5.280468984
2743_T20,5.269050999
2743_T20_CSP,5.319233798
2743_T20_CSP,5.132404402
2743_T20_CSP,5.664580583
2743_T20_MMC,4.197076759
2743_T20_MMC,4.255385526
2743_T20_MMC,4.534588597
RMV4_T0,0.046860302
RMV4_T0,0.047501826
RMV4_T0,0.044526673
RMV4_T20,0.071607322
RMV4_T20,0.066945247
RMV4_T20,0.06063841
RMV4_T20_CSP,0.076196529
RMV4_T20_CSP,0.081423592
RMV4_T20_CSP,0.080390076
RMV4_T20_MMC,0.076843692
RMV4_T20_MMC,0.070699157
RMV4_T20_MMC,0.063913283
