Lane.Id,Public.Name,Serotype,Strain
17150_5#37,GPS_ZA_carriage_SP1827,15BC,48
17150_5#38,GPS_ZA_carriage_SP1828,23A,7
17150_5#39,GPS_ZA_carriage_SP1829,7C,93
17175_6#39,GPS_ZA_carriage_SP1742,6A,13
17150_5#40,GPS_ZA_2789,12F,26
17175_6#40,GPS_ZA_carriage_SP1743,6B,14
17175_6#41,GPS_ZA_carriage_SP1744,16F,33
17150_5#42,GPS_ZA_carriage_SP1830,NT,81
17175_6#42,GPS_ZA_carriage_SP1745,18C,68
17150_5#44,GPS_ZA_carriage_SP1832,23A,7
17175_6#44,GPS_ZA_carriage_SP1747,6B,37
17175_6#45,GPS_ZA_carriage_SP1748,15A,179
17175_6#46,GPS_ZA_carriage_SP1749,18C,11
17175_6#47,GPS_ZA_carriage_SP1750,16F,33
17150_5#47,GPS_ZA_2791,14,10
17150_5#48,GPS_ZA_2792,7C,93
17175_6#49,GPS_ZA_carriage_SP1752,6A,41
17150_5#49,GPS_ZA_2793,8,3
17175_6#50,GPS_ZA_carriage_SP1753,13,52
17150_5#50,GPS_ZA_carriage_SP1835,35A,199
17175_6#51,GPS_ZA_carriage_SP1754,23F,14
17150_5#51,GPS_ZA_carriage_SP1836,31,57
17175_6#52,GPS_ZA_carriage_SP1755,14,9
17150_5#52,GPS_ZA_carriage_SP1837,21,514
17175_6#53,GPS_ZA_carriage_SP1756,15BC,48
17150_5#53,GPS_ZA_carriage_SP1838,19F,21
17175_6#54,GPS_ZA_carriage_SP1757,17F,61
17175_6#55,GPS_ZA_carriage_SP1758,19F,90
17150_5#55,GPS_ZA_2794,12F,26
17175_6#56,GPS_ZA_carriage_SP1759,19F,90
17150_5#56,GPS_ZA_2795,10A,36
17175_6#58,GPS_ZA_carriage_SP1761,3,12
17150_5#58,GPS_ZA_carriage_SP1841,34,305
17150_5#59,GPS_ZA_carriage_SP1842,NT,148
17175_6#60,GPS_ZA_carriage_SP1763,23F,14
17175_6#61,GPS_ZA_carriage_SP1764,14,10
17150_5#61,GPS_ZA_carriage_SP1844,19A,17
17175_6#62,GPS_ZA_carriage_SP1765,35B,160
18090_5#40,GPS_ZA_carriage_SP1766,17F,61
17150_5#62,GPS_ZA_carriage_SP1845,20A,22
17175_6#63,GPS_ZA_carriage_SP1767,22F,3
17150_5#63,GPS_ZA_2796,12F,26
17175_6#64,GPS_ZA_carriage_SP1768,6B,14
17150_5#64,GPS_ZA_2797,12F,26
17150_5#65,GPS_ZA_2798,23F,20
18090_5#41,GPS_ZA_carriage_SP1769,3,51
17175_6#65,GPS_ZA_carriage_SP1770,19F,1
17175_6#66,GPS_ZA_carriage_SP1771,3,51
17150_5#68,GPS_ZA_carriage_SP1848,34,34
17175_6#67,GPS_ZA_carriage_SP1772,14,10
17150_5#69,GPS_ZA_carriage_SP1849,6A,13
17175_6#68,GPS_ZA_carriage_SP1773,14,9
17150_5#70,GPS_ZA_carriage_SP1850,21,11
17175_6#69,GPS_ZA_carriage_SP1774,19F,90
17150_5#71,GPS_ZA_2799,1,2
17150_5#72,GPS_ZA_2800,1,2
17175_6#70,GPS_ZA_carriage_SP1775,13,52
17150_5#73,GPS_ZA_carriage_SP1851,16F,33
17150_5#74,GPS_ZA_carriage_SP1852,3,51
17150_5#75,GPS_ZA_carriage_SP1853,9N,125
17150_5#76,GPS_ZA_carriage_SP1854,19F,1
17175_6#74,GPS_ZA_carriage_SP1779,23F,14
17150_5#77,GPS_ZA_carriage_SP1855,6A,13
17175_6#75,GPS_ZA_carriage_SP1780,16F,33
17150_5#78,GPS_ZA_carriage_SP1856,16F,33
17150_5#79,GPS_ZA_2801,14,10
17175_6#76,GPS_ZA_carriage_SP1781,15BC,40
17150_5#80,GPS_ZA_2802,19F,1
17175_6#77,GPS_ZA_carriage_SP1782,19A,17
17150_5#81,GPS_ZA_carriage_SP1857,35A,43
17175_6#78,GPS_ZA_carriage_SP1783,6B,37
17150_5#82,GPS_ZA_carriage_SP1858,14,10
17175_6#79,GPS_ZA_carriage_SP1784,13,52
17150_5#83,GPS_ZA_carriage_SP1859,17F,68
17175_6#80,GPS_ZA_carriage_SP1785,31,57
17150_5#84,GPS_ZA_carriage_SP1860,3,253
17175_6#81,GPS_ZA_carriage_SP1786,21,11
17150_5#85,GPS_ZA_carriage_SP1861,18C,11
17175_6#82,GPS_ZA_carriage_SP1787,15A,142
17175_6#83,GPS_ZA_carriage_SP1788,16F,33
17150_5#87,GPS_ZA_2803,19A,17
17175_6#84,GPS_ZA_carriage_SP1789,23F,5
17150_5#88,GPS_ZA_2804,8,3
17175_6#85,GPS_ZA_carriage_SP1790,16F,33
17150_5#89,GPS_ZA_carriage_SP1863,9N,125
17175_6#86,GPS_ZA_carriage_SP1791,9N,137
17150_5#90,GPS_ZA_carriage_SP1864,20A,22
17175_6#87,GPS_ZA_carriage_SP1792,16F,46
17150_5#91,GPS_ZA_carriage_SP1865,19F,21
17175_6#88,GPS_ZA_carriage_SP1793,19B,91
17150_5#92,GPS_ZA_carriage_SP1866,17F,61
17175_6#89,GPS_ZA_carriage_SP1794,35A,43
17150_5#93,GPS_ZA_carriage_SP1867,33D,30
17175_6#90,GPS_ZA_carriage_SP1795,6B,129
17175_7#1,GPS_ZA_carriage_SP1868,19F,1
17175_6#91,GPS_ZA_carriage_SP1796,6A,13
17175_7#2,GPS_ZA_2805,15A,9
17150_5#1,GPS_ZA_carriage_SP1797,21,67
17175_7#3,GPS_ZA_2806,17F,49
17150_5#2,GPS_ZA_carriage_SP1798,31,57
17175_7#4,GPS_ZA_carriage_SP1869,35A,43
17150_5#4,GPS_ZA_carriage_SP1800,19F,159
17175_7#6,GPS_ZA_carriage_SP1871,23A,7
17150_5#5,GPS_ZA_carriage_SP1801,7F,32
17175_7#7,GPS_ZA_carriage_SP1872,35A,43
17150_5#6,GPS_ZA_carriage_SP1802,18C,11
17175_7#8,GPS_ZA_carriage_SP1873,33D,30
17150_5#7,GPS_ZA_carriage_SP1803,34,34
17175_7#9,GPS_ZA_carriage_SP1874,23F,330
17150_5#8,GPS_ZA_carriage_SP1804,7F,32
17175_7#10,GPS_ZA_2807,8,3
17150_5#9,GPS_ZA_carriage_SP1805,23F,14
17175_7#11,GPS_ZA_2808,7F,32
17175_7#12,GPS_ZA_carriage_SP1875,16F,33
17175_7#13,GPS_ZA_2809,16F,33
17175_8#14,GPS_ZA_2896,8,3
17175_7#14,GPS_ZA_2810,19F,21
17175_7#15,GPS_ZA_2811,19F,1
17175_8#15,GPS_ZA_2897,6A,13
18090_5#42,GPS_ZA_2812,4,70
17175_7#16,GPS_ZA_2813,8,3
17175_8#17,GPS_ZA_2899,16F,33
17175_7#17,GPS_ZA_2814,21,11
17175_8#18,GPS_ZA_2900,8,3
17175_7#18,GPS_ZA_2815,6A,13
17175_8#19,GPS_ZA_2901,16F,114
17175_7#19,GPS_ZA_carriage_SP1876,7C,93
17175_7#20,GPS_ZA_2816,8,3
17175_8#20,GPS_ZA_2902,1,2
17175_7#21,GPS_ZA_2817,15BC,25
17175_8#21,GPS_ZA_2903,23A,116
17175_7#22,GPS_ZA_2818,6B,77
17175_8#22,GPS_ZA_2904,12F,56
17175_7#23,GPS_ZA_2819,1,2
17175_8#23,GPS_ZA_2905,31,57
17175_7#24,GPS_ZA_2820,9V,6
17175_8#24,GPS_ZA_2906,10A,10
17175_7#25,GPS_ZA_2821,8,3
17175_8#25,GPS_ZA_2907,23B,102
17175_7#26,GPS_ZA_2822,15A,168
17175_8#26,GPS_ZA_2908,8,3
17175_7#27,GPS_ZA_carriage_SP1877,16F,33
17175_8#27,GPS_ZA_2909,12F,56
17175_7#28,GPS_ZA_2823,15A,168
17175_8#28,GPS_ZA_2910,23A,7
17175_8#29,GPS_ZA_2911,12F,56
17175_7#29,GPS_ZA_2824,6B,77
17175_8#30,GPS_ZA_2912,12F,56
17175_7#30,GPS_ZA_2825,15BC,25
17175_7#31,GPS_ZA_2826,1,2
17175_8#32,GPS_ZA_2914,23F,14
17175_7#32,GPS_ZA_2827,12F,56
17175_8#33,GPS_ZA_2915,1,2
17175_7#33,GPS_ZA_2828,8,3
17175_8#34,GPS_ZA_2916,8,3
17175_7#34,GPS_ZA_2829,15BC,4
17175_8#35,GPS_ZA_2917,8,3
17175_8#36,GPS_ZA_2918,10A,194
17175_7#36,GPS_ZA_2830,8,3
17175_7#37,GPS_ZA_2831,8,3
17175_8#37,GPS_ZA_2919,19F,21
17175_7#38,GPS_ZA_2832,1,2
17175_8#38,GPS_ZA_2920,7C,93
17175_8#39,GPS_ZA_2921,15A,168
17175_7#39,GPS_ZA_2833,1,2
17175_8#40,GPS_ZA_carriage_SP1883,6A,5
17175_7#40,GPS_ZA_2834,19A,17
17175_8#41,GPS_ZA_2922,17F,49
17175_7#41,GPS_ZA_2835,11A,22
17175_8#42,GPS_ZA_2923,23F,14
17175_8#43,GPS_ZA_2924,15BC,25
17175_7#43,GPS_ZA_carriage_SP1879,NT,60
17175_8#44,GPS_ZA_2925,35B,5
17175_7#44,GPS_ZA_2837,19B,4
17175_8#45,GPS_ZA_2926,12F,26
17175_7#45,GPS_ZA_2838,23F,14
17175_8#46,GPS_ZA_2927,8,3
17175_8#47,GPS_ZA_2928,21,11
17175_7#46,GPS_ZA_2839,13,52
17175_8#48,GPS_ZA_2929,23F,14
17175_7#47,GPS_ZA_2840,9N,137
17175_8#49,GPS_ZA_2930,6C,178
17175_7#48,GPS_ZA_2841,16F,207
17175_8#50,GPS_ZA_2931,15A,168
17175_7#49,GPS_ZA_2842,22F,3
17175_8#51,GPS_ZA_2932,23F,14
17175_7#50,GPS_ZA_2843,16F,46
17175_8#52,GPS_ZA_2933,15A,168
17175_7#51,GPS_ZA_2844,8,3
17175_8#53,GPS_ZA_2934,8,3
17175_8#54,GPS_ZA_2935,8,3
17175_7#52,GPS_ZA_2845,6A,13
17175_8#55,GPS_ZA_2936,15A,179
17175_7#53,GPS_ZA_2846,15BC,25
17175_8#56,GPS_ZA_2937,8,3
17175_7#54,GPS_ZA_2847,16F,33
17175_8#57,GPS_ZA_2938,7C,93
17175_7#55,GPS_ZA_2848,3,3
17175_8#58,GPS_ZA_2939,13,52
17175_7#56,GPS_ZA_2849,15A,9
17175_8#59,GPS_ZA_2940,17F,61
17175_7#57,GPS_ZA_2850,23B,102
17175_8#60,GPS_ZA_2941,28F,228
17175_7#58,GPS_ZA_2851,23F,14
17175_8#61,GPS_ZA_2942,6B,24
17175_7#59,GPS_ZA_2852,35B,5
17175_8#62,GPS_ZA_2943,19A,17
17175_7#60,GPS_ZA_2853,15BC,48
17175_8#63,GPS_ZA_2944,12F,56
17175_8#64,GPS_ZA_2945,16F,33
17175_8#65,GPS_ZA_2946,16F,207
17175_7#62,GPS_ZA_2855,12F,26
17175_8#66,GPS_ZA_2947,16F,33
17175_7#63,GPS_ZA_2856,12F,26
17175_8#67,GPS_ZA_2948,35B,5
17175_7#64,GPS_ZA_2857,35B,5
17175_8#68,GPS_ZA_2949,6A,5
17175_7#65,GPS_ZA_carriage_SP1880,19F,1
17175_8#69,GPS_ZA_2950,7C,92
17175_7#66,GPS_ZA_2858,6A,13
17175_8#70,GPS_ZA_2951,3,51
17175_7#67,GPS_ZA_2859,1,2
17175_8#71,GPS_ZA_2952,6C,178
17175_7#68,GPS_ZA_2860,33A,3
17175_7#69,GPS_ZA_2861,23F,14
17175_8#72,GPS_ZA_2953,1,2
17175_7#70,GPS_ZA_2862,17F,49
17175_8#73,GPS_ZA_2954,17F,61
17175_7#71,GPS_ZA_2863,23A,7
17175_8#74,GPS_ZA_2955,4,70
17175_8#75,GPS_ZA_2956,19F,159
18090_5#43,GPS_ZA_2864,3,12
17175_8#76,GPS_ZA_2957,19F,21
17175_7#72,GPS_ZA_2865,6A,13
17175_8#77,GPS_ZA_2958,19A,17
17175_7#73,GPS_ZA_2866,19F,90
17175_8#78,GPS_ZA_2959,16F,114
17175_7#74,GPS_ZA_2867,34,34
17175_8#79,GPS_ZA_2960,15BC,25
17175_7#75,GPS_ZA_2868,19A,17
17175_8#80,GPS_ZA_2961,19A,17
17175_7#76,GPS_ZA_2869,23F,14
17175_8#81,GPS_ZA_2962,19F,1
17175_7#77,GPS_ZA_2870,13,16
17175_8#82,GPS_ZA_2963,21,11
17175_8#83,GPS_ZA_2964,10A,36
17175_7#79,GPS_ZA_2872,16F,46
17175_8#84,GPS_ZA_2965,12F,26
17175_7#80,GPS_ZA_2873,15A,179
17175_7#81,GPS_ZA_2874,19F,1
17175_8#85,GPS_ZA_2966,12F,56
17175_8#86,GPS_ZA_2967,8,3
17175_7#82,GPS_ZA_2875,38,38
17175_8#87,GPS_ZA_2968,19A,17
17175_7#84,GPS_ZA_2876,17F,61
17175_8#88,GPS_ZA_2969,8,3
17175_7#85,GPS_ZA_2877,17F,61
17175_8#89,GPS_ZA_2970,35B,5
17175_7#86,GPS_ZA_2878,6B,13
17175_7#87,GPS_ZA_2879,18C,68
17175_8#90,GPS_ZA_2971,19F,5
17175_7#88,GPS_ZA_2880,3,83
17175_8#91,GPS_ZA_2972,3,12
17175_7#89,GPS_ZA_2881,23F,14
17175_8#92,GPS_ZA_2973,12F,26
17175_7#90,GPS_ZA_2882,1,2
17175_8#93,GPS_ZA_2974,23F,14
17150_6#1,GPS_ZA_2975,15BC,25
17175_8#1,GPS_ZA_2883,7F,32
17150_6#2,GPS_ZA_2976,33D,30
17175_8#2,GPS_ZA_2884,10A,194
17150_6#3,GPS_ZA_2977,16F,33
17150_6#4,GPS_ZA_2978,16F,33
17175_8#3,GPS_ZA_2885,33F,3
17150_6#5,GPS_ZA_2979,35B,5
17175_8#4,GPS_ZA_2886,8,3
17150_6#6,GPS_ZA_2980,8,3
17175_8#5,GPS_ZA_2887,35B,5
17150_6#7,GPS_ZA_2981,12F,56
17175_8#6,GPS_ZA_2888,19A,17
17150_6#8,GPS_ZA_2982,35B,5
17175_8#7,GPS_ZA_2889,10A,35
17150_6#9,GPS_ZA_2983,15A,3
17175_8#8,GPS_ZA_2890,6B,37
17150_6#10,GPS_ZA_2984,35B,5
17175_8#9,GPS_ZA_2891,15A,140
17150_6#11,GPS_ZA_2985,1,2
17175_8#10,GPS_ZA_2892,5,8
17150_6#12,GPS_ZA_2986,8,3
17175_8#11,GPS_ZA_2893,18C,67
17150_6#13,GPS_ZA_2987,15A,168
17175_8#12,GPS_ZA_2894,12F,26
17150_6#14,GPS_ZA_2988,23B,169
17175_8#13,GPS_ZA_2895,1,2
17150_6#15,GPS_ZA_2989,19A,17
17150_6#16,GPS_ZA_2990,6B,37
17150_6#17,GPS_ZA_2991,12F,26
17150_6#18,GPS_ZA_2992,16F,33
17150_6#19,GPS_ZA_2993,33D,30
17150_6#20,GPS_ZA_2994,3,51
17150_6#21,GPS_ZA_2995,7C,93
17150_6#22,GPS_ZA_carriage_SP1884,15A,22
17138_3#18,GPS_ZA_carriage_SP1914,16F,33
17150_6#23,GPS_ZA_carriage_SP1885,17F,515
17138_3#19,GPS_ZA_carriage_SP1915,13,52
17150_6#24,GPS_ZA_2996,35B,5
17138_3#20,GPS_ZA_carriage_SP1916,13,52
17150_6#25,GPS_ZA_2997,6A,13
17138_3#21,GPS_ZA_carriage_SP1917,19A,17
17150_6#26,GPS_ZA_2998,15BC,25
17138_3#22,GPS_ZA_carriage_SP1918,19F,1
17150_6#27,GPS_ZA_2999,24,10
17150_6#28,GPS_ZA_3000,35B,5
17150_6#29,GPS_ZA_3001,6B,37
17138_3#24,GPS_ZA_3055,15A,9
17150_6#30,GPS_ZA_carriage_SP1886,23F,148
17138_3#25,GPS_ZA_carriage_SP1920,19A,17
17138_3#26,GPS_ZA_carriage_SP1921,16F,114
17150_6#31,GPS_ZA_carriage_SP1887,6A,13
17138_3#27,GPS_ZA_carriage_SP1922,23F,14
17150_6#32,GPS_ZA_3002,1,2
17150_6#33,GPS_ZA_3003,19F,1
17138_3#29,GPS_ZA_carriage_SP1924,6B,77
17150_6#34,GPS_ZA_3004,7C,5
17150_6#35,GPS_ZA_3005,15BC,48
17150_6#36,GPS_ZA_3006,3,51
17138_3#31,GPS_ZA_carriage_SP1926,23F,14
17150_6#37,GPS_ZA_3007,12F,26
17138_3#32,GPS_ZA_3056,8,3
17150_6#38,GPS_ZA_carriage_SP1888,19F,1
17138_3#34,GPS_ZA_carriage_SP1928,23F,14
17150_6#40,GPS_ZA_3008,15A,168
17150_6#41,GPS_ZA_3009,6A,13
17138_3#35,GPS_ZA_carriage_SP1929,16F,33
17150_6#42,GPS_ZA_3010,12F,26
17150_6#43,GPS_ZA_3011,10A,36
17138_3#37,GPS_ZA_carriage_SP1931,6A,13
17138_3#38,GPS_ZA_carriage_SP1932,19F,21
17150_6#44,GPS_ZA_3012,12F,26
17150_6#45,GPS_ZA_3013,12F,26
17138_3#39,GPS_ZA_carriage_SP1933,15BC,25
17138_3#40,GPS_ZA_3057,9N,16
17150_6#46,GPS_ZA_carriage_SP1890,23F,14
17138_3#41,GPS_ZA_carriage_SP1934,35A,259
17150_6#47,GPS_ZA_carriage_SP1891,23F,14
17138_3#42,GPS_ZA_carriage_SP1935,9N,125
17150_6#48,GPS_ZA_3014,35B,5
17138_3#43,GPS_ZA_carriage_SP1936,23F,14
17150_6#49,GPS_ZA_3015,23A,7
17150_6#50,GPS_ZA_3016,23A,116
17138_3#45,GPS_ZA_carriage_SP1938,10A,194
17150_6#51,GPS_ZA_3017,8,3
17150_6#52,GPS_ZA_3018,22F,19
17138_3#47,GPS_ZA_3058,1,2
17150_6#53,GPS_ZA_3019,4,70
17138_3#48,GPS_ZA_carriage_SP1940,28F,506
17150_6#54,GPS_ZA_carriage_SP1892,6A,13
17150_6#55,GPS_ZA_carriage_SP1893,19F,1
17138_3#50,GPS_ZA_carriage_SP1942,12F,26
17150_6#56,GPS_ZA_3020,15BC,25
17150_6#57,GPS_ZA_3021,15BC,25
17138_3#51,GPS_ZA_carriage_SP1943,6A,5
17150_6#58,GPS_ZA_3022,15A,168
17150_6#59,GPS_ZA_3023,15BC,48
17138_3#53,GPS_ZA_carriage_SP1945,15BC,25
17150_6#60,GPS_ZA_3024,15A,22
17138_3#55,GPS_ZA_3059,12F,26
17150_6#61,GPS_ZA_carriage_SP1894,6A,13
17138_3#56,GPS_ZA_carriage_SP1947,19F,21
17150_6#62,GPS_ZA_carriage_SP1895,19F,1
17138_3#57,GPS_ZA_carriage_SP1948,15BC,48
17150_6#63,GPS_ZA_carriage_SP1896,6B,14
17150_6#64,GPS_ZA_3025,23A,116
17138_3#59,GPS_ZA_carriage_SP1950,8,3
17150_6#65,GPS_ZA_3026,9N,125
17150_6#66,GPS_ZA_3027,23A,7
17150_6#67,GPS_ZA_3028,21,11
17138_3#61,GPS_ZA_carriage_SP1952,15BC,133
17150_6#68,GPS_ZA_3029,35B,5
17150_6#69,GPS_ZA_carriage_SP1897,19A,17
17138_3#63,GPS_ZA_3060,19A,17
17150_6#70,GPS_ZA_carriage_SP1898,19F,1
17138_3#64,GPS_ZA_carriage_SP1954,15BC,25
17150_6#71,GPS_ZA_carriage_SP1899,23B,102
17138_3#65,GPS_ZA_carriage_SP1955,18C,11
17150_6#72,GPS_ZA_3030,1,2
17138_3#66,GPS_ZA_carriage_SP1956,33F,3
17150_6#73,GPS_ZA_3031,12F,26
17138_3#67,GPS_ZA_carriage_SP1957,19A,17
17150_6#74,GPS_ZA_3032,12F,26
17138_3#68,GPS_ZA_carriage_SP1958,19F,21
17150_6#75,GPS_ZA_3033,23A,10
17138_3#69,GPS_ZA_carriage_SP1959,23F,14
17150_6#76,GPS_ZA_3034,12F,56
17150_6#77,GPS_ZA_carriage_SP1900,19F,21
17138_3#71,GPS_ZA_3061,15A,3
17150_6#78,GPS_ZA_carriage_SP1901,35B,233
17138_3#72,GPS_ZA_3062,1,2
17150_6#79,GPS_ZA_carriage_SP1902,15A,22
17150_6#80,GPS_ZA_3035,11A,6
17150_6#82,GPS_ZA_3037,18C,68
17138_3#75,GPS_ZA_carriage_SP1963,18C,68
17150_6#83,GPS_ZA_3038,15BC,48
17150_6#84,GPS_ZA_3039,9N,125
17138_3#77,GPS_ZA_carriage_SP1965,19F,1
17150_6#85,GPS_ZA_carriage_SP1903,23F,14
17150_6#86,GPS_ZA_carriage_SP1904,19F,1
17138_3#79,GPS_ZA_3063,12F,56
17138_3#80,GPS_ZA_3064,4,70
17150_6#87,GPS_ZA_carriage_SP1905,15A,168
17138_3#81,GPS_ZA_carriage_SP1967,11A,22
17150_6#88,GPS_ZA_3040,13,52
17138_3#82,GPS_ZA_carriage_SP1968,NT,211
17150_6#89,GPS_ZA_3041,19F,1
17150_6#90,GPS_ZA_3042,3,51
17150_6#91,GPS_ZA_3043,12F,26
17138_3#85,GPS_ZA_carriage_SP1971,33D,30
17150_6#92,GPS_ZA_3044,35B,5
17138_3#1,GPS_ZA_carriage_SP1907,9V,54
17138_3#87,GPS_ZA_3065,13,52
17138_3#2,GPS_ZA_carriage_SP1908,22F,3
17138_3#3,GPS_ZA_3045,12F,26
17138_3#89,GPS_ZA_carriage_SP1973,23F,14
17138_3#4,GPS_ZA_3046,16F,33
17138_3#90,GPS_ZA_carriage_SP1974,23A,7
17138_3#5,GPS_ZA_3047,8,3
17138_3#91,GPS_ZA_carriage_SP1975,13,52
17138_3#6,GPS_ZA_3048,13,52
17138_3#92,GPS_ZA_carriage_SP1976,23F,14
17138_3#7,GPS_ZA_3049,35B,5
17138_3#93,GPS_ZA_carriage_SP1977,19F,21
17138_3#8,GPS_ZA_carriage_SP1909,NT,258
17138_4#2,GPS_ZA_3067,19A,17
17138_3#10,GPS_ZA_carriage_SP1911,16F,33
17138_3#11,GPS_ZA_3050,1,2
17138_4#4,GPS_ZA_carriage_SP1980,9V,54
17138_3#12,GPS_ZA_3051,19A,17
17138_3#13,GPS_ZA_3052,19F,21
17138_4#5,GPS_ZA_carriage_SP1981,35A,22
17138_4#6,GPS_ZA_carriage_SP1982,15A,22
17138_3#14,GPS_ZA_3053,12F,26
17138_3#15,GPS_ZA_3054,9N,137
17138_4#7,GPS_ZA_carriage_SP1983,19A,17
17138_4#8,GPS_ZA_carriage_SP1984,19F,1
17138_3#16,GPS_ZA_carriage_SP1912,23F,14
17138_3#17,GPS_ZA_carriage_SP1913,23F,14
17138_4#10,GPS_ZA_3068,4,70
17138_4#12,GPS_ZA_carriage_SP1987,11A,22
17138_4#13,GPS_ZA_carriage_SP1988,10A,35
17138_4#15,GPS_ZA_carriage_SP1990,17F,61
17138_4#16,GPS_ZA_carriage_SP1991,15A,22
17138_4#18,GPS_ZA_3069,33F,3
17138_4#19,GPS_ZA_carriage_SP1993,14,10
17138_4#20,GPS_ZA_carriage_SP1994,16F,33
17138_4#21,GPS_ZA_carriage_SP1995,23F,14
17138_4#22,GPS_ZA_carriage_SP1996,16F,46
17138_4#23,GPS_ZA_carriage_SP1997,6A,5
17138_4#24,GPS_ZA_2532_R1,9V,54
17138_4#27,GPS_ZA_carriage_SP1999,16F,33
17138_4#28,GPS_ZA_carriage_SP2000,11A,22
17138_4#29,GPS_ZA_carriage_SP2001,15BC,48
17138_4#30,GPS_ZA_carriage_SP2002,15BC,25
17138_4#31,GPS_ZA_carriage_SP2003,15BC,25
17138_4#32,GPS_ZA_carriage_SP2004,10A,40
17138_4#35,GPS_ZA_carriage_SP2006,6A,13
17138_4#36,GPS_ZA_carriage_SP2007,19F,21
17138_4#38,GPS_ZA_carriage_SP2009,NT,60
17138_4#39,GPS_ZA_carriage_SP2010,34,34
17138_4#40,GPS_ZA_carriage_SP2011,34,34
17138_4#41,GPS_ZA_carriage_SP2012,15BC,200
17138_4#42,GPS_ZA_carriage_SP2013,13,52
17138_4#43,GPS_ZA_carriage_SP2014,16F,33
17138_4#44,GPS_ZA_carriage_SP2015,NT,258
17138_4#45,ZA_GPS_SP515_R1,29,145
17138_4#46,GPS_ZA_carriage_SP2016,6A,41
17138_4#47,GPS_ZA_carriage_SP2017,16F,33
17138_4#48,GPS_ZA_carriage_SP2018,15A,22
17138_4#49,GPS_ZA_carriage_SP2019,NT,81
17138_4#50,GPS_ZA_carriage_SP2020,23A,116
17138_4#51,ZA_GPS_SP550_R1,4,79
17138_4#52,GPS_ZA_carriage_SP2021,35F,126
17138_4#53,GPS_ZA_carriage_SP2022,35A,43
17138_4#54,GPS_ZA_carriage_SP2023,22F,3
17138_4#55,GPS_ZA_carriage_SP2024,38,38
17138_4#56,GPS_ZA_carriage_SP2025,14,10
17138_4#57,GPS_ZA_631_R1,9V,6
17138_4#59,GPS_ZA_carriage_SP2027,17F,61
17138_4#61,GPS_ZA_carriage_SP2029,6B,37
17138_4#62,GPS_ZA_carriage_SP2030,14,10
17138_4#64,GPS_ZA_carriage_SP2031,20A,22
17138_4#65,GPS_ZA_carriage_SP2032,15BC,48
17138_4#67,GPS_ZA_carriage_SP2034,16F,33
17138_4#68,GPS_ZA_carriage_SP2035,14,10
17138_4#69,GPS_ZA_1413_R1,9N,125
17138_4#70,GPS_ZA_carriage_SP2036,15BC,48
17138_4#71,GPS_ZA_carriage_SP2037,35B,5
17138_4#72,GPS_ZA_carriage_SP2038,19A,17
17138_4#73,GPS_ZA_carriage_SP2039,14,10
17138_4#74,GPS_ZA_carriage_SP2040,15BC,25
17138_4#75,GPS_ZA_1480_R1,15BC,25
17138_4#76,GPS_ZA_carriage_SP2041,23F,14
17138_4#77,GPS_ZA_carriage_SP2042,11A,22
17138_4#78,GPS_ZA_carriage_SP2043,15BC,25
17138_4#79,GPS_ZA_carriage_SP2044,6A,13
17138_4#80,GPS_ZA_carriage_SP2045,19A,17
17138_4#81,GPS_ZA_2159_R1,23F,14
17138_4#82,GPS_ZA_carriage_SP2046,11A,22
17138_4#84,GPS_ZA_carriage_SP2048,15A,22
17138_4#85,GPS_ZA_carriage_SP2049,20A,22
17138_4#87,GPS_ZA_1318_R1,5,8
17138_4#88,GPS_ZA_carriage_SP2051,10A,40
17138_4#89,GPS_ZA_carriage_SP2052,6C,178
17138_4#90,GPS_ZA_carriage_SP2053,16F,33
17138_4#91,GPS_ZA_carriage_SP2054,17F,61
17428_8#109,GPS_GM_1835,23A,7
17428_8#110,GPS_GM_1836,23A,7
17428_8#111,GPS_GM_1837,15A,80
17428_8#112,GPS_GM_1838,23B,78
17428_8#113,GPS_GM_1839,19A,58
17428_8#114,GPS_GM_1840,15BC,112
17428_8#115,GPS_GM_1841,17F,61
17428_8#116,GPS_GM_1842,13,221
17428_8#117,GPS_GM_1843,19A,53
17428_8#118,GPS_GM_1844,21,164
17428_8#119,GPS_GM_1845,19A,53
17428_8#120,GPS_GM_1846,34,34
17428_8#121,GPS_GM_1847,15BC,112
17428_8#122,GPS_GM_1848,23A,7
17428_8#123,GPS_GM_1849,9L,88
17428_8#124,GPS_GM_1850,19A,53
17428_8#125,GPS_GM_1851,10A,30
17428_8#126,GPS_GM_1852,35B,72
17428_8#127,GPS_GM_1853,16F,103
17428_8#128,GPS_GM_1854,16F,103
17428_8#129,GPS_GM_1855,19F,84
17428_8#130,GPS_GM_1856,19A,53
17428_8#131,GPS_GM_1857,15BC,112
17428_8#132,GPS_GM_1858,35B,72
17428_8#133,GPS_GM_1859,19A,43
17428_8#134,GPS_GM_1860,15A,80
17428_8#135,GPS_GM_1861,13,80
17428_8#136,GPS_GM_1862,35B,72
17428_8#137,GPS_GM_1863,13,80
17428_8#138,GPS_GM_1864,19A,53
17428_8#139,GPS_GM_1865,10A,30
17428_8#140,GPS_GM_1866,13,377
17428_8#141,GPS_GM_1867,11A,22
17428_8#142,GPS_GM_1868,11A,22
17428_8#143,GPS_GM_1869,34,34
17428_8#144,GPS_GM_1870,15A,80
17428_8#145,GPS_GM_1871,6B,23
