mutants,ADbyAB
RMV4_ON,0.002262275
RMV4_ON,0.002186754
RMV4_ON,0.002218087
RMV4_ON_CSP,0.003436679
RMV4_ON_CSP,0.00345638
RMV4_ON_CSP,0.00339797
RMV4_spaL_ON,0.00194052
RMV4_spaL_ON,0.002028799
RMV4_spaL_ON,0.001990137
RMV4_spaL_ON_CSP,0.002764665
RMV4_spaL_ON_CSP,0.002460669
RMV4_spaL_ON_CSP,0.002328236
RMV4_dprA_ON,0.000958873
RMV4_dprA_ON,0.000970337
RMV4_dprA_ON,0.000949023
RMV4_dprA_ON_CSP,0.002233083
RMV4_dprA_ON_CSP,0.002256796
RMV4_dprA_ON_CSP,0.002282629
