#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AAIOKAMP_01074       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AAIPFMAG_01809       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ABEOJDDA_01823       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ABKMBEGC_01481       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ABLJIDKB_01602       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ABMJOGGL_01860       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ABMOCBPG_02041       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ABNNODMH_01608       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ACANMFOD_01719       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ACANPNPH_01427       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ACBLEOBI_02022       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ACFPIAHP_02029       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ADDNGGPP_01619       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ADEFFAEJ_01614       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ADFMNBHC_01833       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ADHFHDAL_01916       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
ADPABHNH_01899       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AEDLGBKF_01997       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AEGBGJGO_02096       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AEMHINPF_02010       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AEPDLGGF_00957       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AFCGFKAI_01416       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AFEHENIM_02045       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AFNIKELK_01833       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AGCDMNAL_00009       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AGFLIJFE_01878       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AGGNKLHM_02104       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AGHOKJNI_01976       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AGKANDJM_02033       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AGKBAHBC_00003       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AHALJFIC_01660       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AHDGDDCP_02195       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AHEJAPDM_02016       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AHIBMGEO_02112       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AHJONAIH_00970       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AHNKGNPJ_01766       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AICPLPBJ_02031       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AIDDMDBI_00578       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AJFJKJNF_00743       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AJGPJJNM_02097       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AJLFNCOH_01998       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AKAGJOKK_02074       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AKBCCLEA_02111       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AKBPLBNO_00156       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AKDENOFL_02092       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AKELNBBP_01950       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
AKFPKACJ_01721       -          phage_DUF955         -            1.4e-62  220.4   5.5   1.5e-62  220.2   5.5   1.0   1   0   0   1   1   1   1 unannotated protein
